PZN;ENR;Bearbeitungsnummer;Referenzierte Erstmeldung;Meldungsart;Beginn;Ende;Datum der letzten Meldung;Art des Grundes;Arzneimittlbezeichnung;Atc Code;Wirkstoffe;Krankenhausrelevant;Zulassungsinhaber;Telefon;E-Mail;Grund;Anm. zum Grund;Alternativpräparat;Datum der Erstmeldung;Info an Fachkreise;Darreichungsform;klassifikation
09487423;2182714;LE2026000881;LE2025001519;Änderungsmeldung;02.05.2025;27.04.2026;05.03.2026;Produktionsproblem;Ribavirin-ratiopharm 200 mg Filmtabletten;TERM_ID_NA_2090004158;Ribavirin;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;05.05.2025;Vorgesehen;Filmtablette;verskri (auch versrel)
09637756;2190551;LE2026000878;LE2025000412;Änderungsmeldung;20.11.2024;31.05.2026;05.03.2026;Produktionsproblem;Quetiapin HEXAL 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
09637673;2190549;LE2026000875;LE2025000410;Änderungsmeldung;17.12.2024;31.05.2026;05.03.2026;Produktionsproblem;Quetiapin HEXAL 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
09637696;2190549;LE2026000875;LE2025000410;Änderungsmeldung;17.12.2024;31.05.2026;05.03.2026;Produktionsproblem;Quetiapin HEXAL 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
09637704;2190549;LE2026000875;LE2025000410;Änderungsmeldung;17.12.2024;31.05.2026;05.03.2026;Produktionsproblem;Quetiapin HEXAL 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
02747223;2103761;LE2026000873;LE2025003961;Änderungsmeldung;05.11.2025;30.06.2026;05.03.2026;Sonstige;Propra-ratiopharm 10 mg Filmtabletten;C07AA05;Propranololhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Erhöhte Nachfrage;N/A;N/A;05.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
02747246;2103761;LE2026000873;LE2025003961;Änderungsmeldung;05.11.2025;30.06.2026;05.03.2026;Sonstige;Propra-ratiopharm 10 mg Filmtabletten;C07AA05;Propranololhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Erhöhte Nachfrage;N/A;N/A;05.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
02747252;2103761;LE2026000873;LE2025003961;Änderungsmeldung;05.11.2025;30.06.2026;05.03.2026;Sonstige;Propra-ratiopharm 10 mg Filmtabletten;C07AA05;Propranololhydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Erhöhte Nachfrage;N/A;N/A;05.11.2025;Vorgesehen;Filmtablette;weder versrel noch verskri
14352234;2196156;LE2026000868;LE2024002960;Änderungsmeldung;31.07.2024;04.05.2026;05.03.2026;Sonstige;Atomoxe - 1 A Pharma 18 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;07.08.2024;Nein;Hartkapsel;weder versrel noch verskri
09637644;2190548;LE2026000862;LE2025000409;Änderungsmeldung;18.12.2024;07.05.2026;05.03.2026;Produktionsproblem;Quetiapin HEXAL 150 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
09637650;2190548;LE2026000862;LE2025000409;Änderungsmeldung;18.12.2024;07.05.2026;05.03.2026;Produktionsproblem;Quetiapin HEXAL 150 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
09637667;2190548;LE2026000862;LE2025000409;Änderungsmeldung;18.12.2024;07.05.2026;05.03.2026;Produktionsproblem;Quetiapin HEXAL 150 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;H e x a l  Aktiengesellschaft;N/A;service@hexal.com;Probleme in der Herstellung;N/A;N/A;03.02.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
16129865;2192879;LE2026000861;LE2023004519;Änderungsmeldung;10.11.2023;13.05.2026;05.03.2026;Sonstige;Cinacalcet-ratiopharm 30 mg Filmtabletten;H05BX01;Cinacalcethydrochlorid;nein;ratiopharm GmbH;N/A;info@ratiopharm.de;Erhöhte Nachfrage;N/A;N/A;10.11.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
16937996;2204969;LE2026000847;N/A;Erstmeldung;05.01.2026;31.05.2026;04.03.2026;Produktionsproblem;Carmustin-ratiopharm;L01AD01;Carmustin;ja;ratiopharm GmbH;N/A;rui.araujo@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;04.03.2026;Vorgesehen;Pulver zur Herstellung einer Infusionslösung,Lösungsmittel;versrel
13570650;2199510;LE2026000846;N/A;Erstmeldung;01.01.2026;31.05.2026;04.03.2026;Produktionsproblem;Busulfan-ratiopharm 6 mg/ml Konzentrat zur Herstellung einer Infusionslösung;L01AB01;Busulfan;ja;ratiopharm GmbH;N/A;rui.araujo@ratiopharm.de;Probleme in der Herstellung;N/A;N/A;04.03.2026;Vorgesehen;Konzentrat zur Herstellung einer Infusionslösung;verskri (auch versrel)
12476707;2189558;LE2026000845;LE2024000902;Änderungsmeldung;01.01.2024;31.05.2026;04.03.2026;Sonstige;Fluorouracil PhaRes 50 mg/ml Injektionslösung;L01BC02;Fluorouracil;nein;Pharma Resources GmbH;+49 5151 609 96 0;info@pha-res.com;Sonstige;N/A;N/A;29.02.2024;Nein;Injektionslösung;verskri (auch versrel)
12652512;2197259;LE2026000829;N/A;Erstmeldung;03.03.2026;31.07.2026;03.03.2026;Sonstige;Etorican 120 mg Filmtabletten;M01AH05;Etoricoxib;nein;Hormosan Pharma Gesellschaft mit beschränkter Haftung;N/A;service@hormosan.de;Erhöhte Nachfrage;N/A;N/A;03.03.2026;Vorgesehen;Filmtablette;versrel
03000756;2104913;LE2026000828;LE2025001263;Änderungsmeldung;10.04.2025;31.12.2026;03.03.2026;Sonstige;Heitrin 2mg;C02CA;Terazosinhydrochlorid-Dihydrat;nein;Amdipharm Limited;02129 5301577;fzimmermann@productlife-group.com;Erhöhte Nachfrage;N/A;Heitrin-BPH 2mg - Einreichungsnummer: 2128693;10.04.2025;Vorgesehen;Tablette;weder versrel noch verskri
03000779;2104913;LE2026000828;LE2025001263;Änderungsmeldung;10.04.2025;31.12.2026;03.03.2026;Sonstige;Heitrin 2mg;C02CA;Terazosinhydrochlorid-Dihydrat;nein;Amdipharm Limited;02129 5301577;fzimmermann@productlife-group.com;Erhöhte Nachfrage;N/A;Heitrin-BPH 2mg - Einreichungsnummer: 2128693;10.04.2025;Vorgesehen;Tablette;weder versrel noch verskri
16682875;2188009;LE2026000827;LE2023004164;Änderungsmeldung;17.10.2023;31.12.2026;03.03.2026;Sonstige;Oxycan uno 10 mg Retardtabletten;N02AA05;Oxycodonhydrochlorid (Ph.Eur.);nein;Hormosan Pharma Gesellschaft mit beschränkter Haftung;069478730;service@hormosan.de;Erhöhte Nachfrage;Kapazitätsengpässe in der Herstellungsstätte;N/A;17.10.2023;Vorgesehen;Retardtablette;verskri (auch versrel)
16682881;2188009;LE2026000827;LE2023004164;Änderungsmeldung;17.10.2023;31.12.2026;03.03.2026;Sonstige;Oxycan uno 10 mg Retardtabletten;N02AA05;Oxycodonhydrochlorid (Ph.Eur.);nein;Hormosan Pharma Gesellschaft mit beschränkter Haftung;069478730;service@hormosan.de;Erhöhte Nachfrage;Kapazitätsengpässe in der Herstellungsstätte;N/A;17.10.2023;Vorgesehen;Retardtablette;verskri (auch versrel)
16682898;2188009;LE2026000827;LE2023004164;Änderungsmeldung;17.10.2023;31.12.2026;03.03.2026;Sonstige;Oxycan uno 10 mg Retardtabletten;N02AA05;Oxycodonhydrochlorid (Ph.Eur.);nein;Hormosan Pharma Gesellschaft mit beschränkter Haftung;069478730;service@hormosan.de;Erhöhte Nachfrage;Kapazitätsengpässe in der Herstellungsstätte;N/A;17.10.2023;Vorgesehen;Retardtablette;verskri (auch versrel)
00044026;2142618;LE2026000825;N/A;Erstmeldung;02.03.2026;30.06.2026;03.03.2026;Produktionsproblem;Aggrastat 250 Mikrogramm/ml Konzentrat zur Herstellung einer Infusionslösung;B01AC17;Tirofibanhydrochlorid-Monohydrat;ja;Advanz Pharma Limited;N/A;fzimmermann@productlife-group.com;Probleme in der Herstellung;N/A;Aggrastat 50 Mikrogramm/ml Infusionslösung - Einreichungsnummer: 2142619;03.03.2026;Vorgesehen;Konzentrat zur Herstellung einer Infusionslösung;verskri (auch versrel)
11145977;2190554;LE2026000824;LE2025000313;Änderungsmeldung;27.01.2025;31.05.2026;03.03.2026;Sonstige;Quetiapin-Hormosan 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Hormosan Pharma Gesellschaft mit beschränkter Haftung;069478730;service@hormosan.de;Erhöhte Nachfrage;N/A;N/A;28.01.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
11145983;2190554;LE2026000824;LE2025000313;Änderungsmeldung;27.01.2025;31.05.2026;03.03.2026;Sonstige;Quetiapin-Hormosan 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Hormosan Pharma Gesellschaft mit beschränkter Haftung;069478730;service@hormosan.de;Erhöhte Nachfrage;N/A;N/A;28.01.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
11146008;2190554;LE2026000824;LE2025000313;Änderungsmeldung;27.01.2025;31.05.2026;03.03.2026;Sonstige;Quetiapin-Hormosan 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;Hormosan Pharma Gesellschaft mit beschränkter Haftung;069478730;service@hormosan.de;Erhöhte Nachfrage;N/A;N/A;28.01.2025;Vorgesehen;Retardtablette;weder versrel noch verskri
14244220;2202465;LE2026000822;LE2024002637;Änderungsmeldung;15.07.2024;30.04.2026;03.03.2026;Produktionsproblem;Atomoxetin beta 80 mg Hartkapseln;N06BA09;Atomoxetinhydrochlorid;nein;betapharm Arzneimittel GmbH;N/A;ulrich.wieland@drreddys.com;Probleme in der Herstellung;N/A;N/A;15.07.2024;Vorgesehen;Hartkapsel;weder versrel noch verskri
03702702;2140357;LE2026000821;LE2025002338;Änderungsmeldung;01.07.2025;30.04.2026;03.03.2026;Sonstige;Fluoxetin beta 20;N06AB03;Fluoxetinhydrochlorid;nein;betapharm Arzneimittel GmbH;N/A;ulrich.wieland@drreddys.com;Sonstige; ;Fluoxetin beta 20 - Einreichungsnummer: 2140357;03.07.2025;Vorgesehen;Tablette;versrel
15896166;2197202;LE2026000820;LE2024003464;Änderungsmeldung;18.09.2024;01.07.2026;03.03.2026;Produktionsproblem;Anapen 500 Mikrogramm Injektionslösung;C01CA24;Epinephrin/Adrenalin;nein;Bioprojet Pharma;+49 251 60935 554;christoph.buss@diapharm.de;Herstellerwechsel;N/A;N/A;18.09.2024;Vorgesehen;Injektionslösung;weder versrel noch verskri
12443197;2172085;LE2026000819;LE2026000759;Änderungsmeldung;16.02.2026;30.06.2026;03.03.2026;Sonstige;LosarHCT-Denk 50 mg/12,5 mg Filmtabletten;C09DA01;"Hydrochlorothiazid; Losartan-Kalium";nein;Denk Pharma GmbH & Co. KG;N/A;theresa.arlt@denkpharma.de;Erhöhte Nachfrage;N/A;N/A;26.02.2026;Vorgesehen;Filmtablette;weder versrel noch verskri
00748129;0008591;LE2026000816;LE2025004049;Änderungsmeldung;12.11.2025;30.04.2026;03.03.2026;Produktionsproblem;Proparakain-POS 0,5 %;S01HA04;Proxymetacainhydrochlorid;nein;URSAPHARM Arzneimittel GmbH;068059292188;christine.funk@ursapharm.de;Probleme bei der Endfreigabe;N/A;Proparakain-POS 0,5 % - Einreichungsnummer: 0008591;12.11.2025;Vorgesehen;Augentropfen;weder versrel noch verskri
11510595;2613314;LE2026000813;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670219;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
11510603;2613314;LE2026000813;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670219;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
11510626;2613314;LE2026000813;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670219;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
11510632;2613314;LE2026000813;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670219;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
11510595;2613314;LE2026000812;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670220;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
11510603;2613314;LE2026000812;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670220;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
11510626;2613314;LE2026000812;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670220;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
11510632;2613314;LE2026000812;N/A;Erstmeldung;20.02.2026;30.04.2026;02.03.2026;Produktionsproblem;IQYMUNE;J06BA02;Immunglobulin G vom Menschen;ja;Laboratoire Francais du Fractionnement et des Biotechnologies;+49 251 60935 554 ;christoph.buss@diapharm.de;Probleme in der Herstellung;N/A;Kiovig - Einreichungsnummer: 2670220;02.03.2026;Ja;Infusionslösung;verskri (auch versrel)
03331080;1510039;LE2026000803;LE2025004618;Änderungsmeldung;08.12.2025;30.06.2026;27.02.2026;Produktionsproblem;Haemocomplettan P 2g;B02BD01;Fibrinogen, human;ja;CSL Behring GmbH;+49(0)61907584848;ccc@cslbehring.com;Probleme in der Herstellung;Begrenzte Produktionsressourcenverfügbarkeit und erhöhter Validierungsaufwand zur Kapazitätserweiterung;N/A;18.12.2025;Vorgesehen;Pulver zur Herstellung einer Injektions-/Infusionslösung;weder versrel noch verskri
03331074;0131512;LE2026000802;LE2025004617;Änderungsmeldung;08.12.2025;30.06.2026;27.02.2026;Produktionsproblem;Haemocomplettan P 1g;B02BD01;Fibrinogen, human;ja;CSL Behring GmbH;+49(0)61907584848;ccc@cslbehring.com;Probleme in der Herstellung;Begrenzte Produktionsressourcenverfügbarkeit und erhöhter Validierungsaufwand zur Kapazitätserweiterung;N/A;18.12.2025;Vorgesehen;Pulver zur Herstellung einer Injektions-/Infusionslösung;weder versrel noch verskri
16039866;2714797;LE2026000795;LE2025003598;Änderungsmeldung;14.10.2025;29.05.2026;27.02.2026;Sonstige;TRISENOX 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung;L01XX27;Arsen(III)-oxid;ja;Teva B.V. Beiname: Teva Generics;N/A;claus.leger@ratiopharm.de;Unzureichende Produktionskapazitäten;Temporäre Versorgungslösung: Im Rahmen einer Ausnahmegenehmigung wird Trisenox mit der Bezeichnung TRISENOX 2 mg/ml infúzny koncentrát und Packungsbeilage in slowakischer Sprache in den Verkehr gebracht. TRISENOX 2 mg/ml infúzny koncentrát entstammt derselben zentralen Zulassung der EMA und ist identisch mit der deutschen Ware.Das Inverkehrbringen des slowakischen Arzneimittels dient der Sicherstellung der Patientenversorgung.;N/A;14.10.2025;Nein;Konzentrat zur Herstellung einer Infusionslösung;weder versrel noch verskri
09318413;2178617;LE2026000785;LE2025003076;Änderungsmeldung;09.05.2025;30.04.2026;27.02.2026;Sonstige;Oxcarbazepin - 1 A Pharma 60 mg/ml Suspension zum Einnehmen;N03AF02;Oxcarbazepin;nein;1 A Pharma GmbH;N/A;info@1apharma.com;Sonstige;N/A;N/A;28.08.2025;Nein;Suspension zum Einnehmen;versrel
01871062;7012394;LE2026000752;LE2025004263;Änderungsmeldung;14.10.2025;31.05.2026;26.02.2026;Sonstige;Niapelf;N05AX13;Paliperidonpalmitat;nein;Neuraxpharm Pharmaceuticals S.L.;0217310600;info@neuraxpharm.de;Erhöhte Nachfrage;N/A;N/A;01.12.2025;Nein;Depot-Injektionssuspension;weder versrel noch verskri
14292199;2201923;LE2026000748;N/A;Erstmeldung;01.03.2026;31.12.2026;26.02.2026;Produktionsproblem;Eletriptan Bluefish 20 mg Filmtabletten;N02CC06;Eletriptanhydrobromid;nein;Bluefish Pharmaceuticals AB (publ);N/A;maria.riemer@bluefishpharma.com;Probleme in der Herstellung;N/A;N/A;26.02.2026;Vorgesehen;Filmtablette;weder versrel noch verskri
06415481;2170338;LE2026000741;LE2024001579;Änderungsmeldung;01.01.2024;31.05.2026;26.02.2026;Produktionsproblem;Calciumfolinat onkovis 10 mg/ml Injektionslösung;V03AF03;Calciumfolinat-Hydrat;nein;Onkovis GmbH;088568308467;christina.hergemoeller@onkovis.de;Herstellerwechsel;Der Hersteller hat geschlossen.;N/A;23.04.2024;Vorgesehen;Injektionslösung;verskri (auch versrel)
13588578;2197631;LE2026000740;LE2023001198;Änderungsmeldung;24.03.2023;31.12.2026;25.02.2026;Sonstige;Rosuvastatin Aristo 5 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme beim Sonstigen Hersteller;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
18388016;2197631;LE2026000740;LE2023001198;Änderungsmeldung;24.03.2023;31.12.2026;25.02.2026;Sonstige;Rosuvastatin Aristo 5 mg Filmtabletten;C10AA07;Rosuvastatin-Hemicalcium;nein;Aristo Pharma GmbH;N/A;info@aristo-pharma.de;Probleme beim Sonstigen Hersteller;N/A;N/A;24.03.2023;Vorgesehen;Filmtablette;weder versrel noch verskri
09280225;2180767;LE2026000739;LE2025004605;Änderungsmeldung;15.12.2025;31.03.2028;25.02.2026;Sonstige;Dexafluid 1 mg/ml Augentropfen;S01BA01;Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.);nein;mibe GmbH Arzneimittel;034954 2470;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;18.12.2025;Nein;Augentropfen;verskri (auch versrel)
09280231;2180767;LE2026000739;LE2025004605;Änderungsmeldung;15.12.2025;31.03.2028;25.02.2026;Sonstige;Dexafluid 1 mg/ml Augentropfen;S01BA01;Dexamethasondihydrogenphosphat-Dinatrium (Ph.Eur.);nein;mibe GmbH Arzneimittel;034954 2470;zulassung-sekretariat@mibegmbh.de;Sonstige;N/A;N/A;18.12.2025;Nein;Augentropfen;verskri (auch versrel)
16398364;2203803;LE2026000736;LE2024004260;Änderungsmeldung;23.07.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 600 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
16398370;2203803;LE2026000736;LE2024004260;Änderungsmeldung;23.07.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 600 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
16398387;2203803;LE2026000736;LE2024004260;Änderungsmeldung;23.07.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 600 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
09445910;2197694;LE2026000735;LE2024004259;Änderungsmeldung;26.11.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
09445927;2197694;LE2026000735;LE2024004259;Änderungsmeldung;26.11.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
09445933;2197694;LE2026000735;LE2024004259;Änderungsmeldung;26.11.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 400 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
09445867;2197693;LE2026000734;LE2024004258;Änderungsmeldung;12.09.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
09445873;2197693;LE2026000734;LE2024004258;Änderungsmeldung;12.09.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
09445896;2197693;LE2026000734;LE2024004258;Änderungsmeldung;12.09.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 300 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
09445821;2197692;LE2026000733;LE2024004257;Änderungsmeldung;05.11.2024;31.05.2026;25.02.2026;Sonstige;Quetiapin-neuraxpharm 200 mg Retardtabletten;N05AH04;Quetiapinfumarat (Ph.Eur.);nein;neuraxpharm Arzneimittel GmbH;049217310600;info@neuraxpharm.de;Probleme beim Sonstigen Hersteller;n/a;N/A;26.11.2024;Nein;Retardtablette;weder versrel noch verskri
